"Source","ProjectName","McCC","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NATTR","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","DD","DDD","nbugs","bug"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0.5,0.333333,4,4,1,1,0.333333,4,1,1,0,0,1,8,11,1,1,1,1,1,0,1,0,1,1,0,1,0,8,11,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0.125,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,9,0,0,63,18,6,0,0,63,0.015625,0.0305344,8,8,1,63,0.0305344,8,1,1,0,0,1,254,319,1,33,1,33,63,0,63,21,63,62,0,63,21,254,319,1,33,1,33,63,0,63,21,63,62,0,63,21,0,0,0,"clean"
"GitHub","broadleaf-3.0.10",5,0.171821,1,5,1,0.138889,0.146067,15,13,1,1,1,15,6,0,0,1,12,0.0833333,0.0531915,5,5,1,11,0.0531915,5,1,1,0,0,1,89,108,5,4,5,4,11,0,11,4,11,19,0,11,4,89,108,5,4,5,4,11,0,11,4,11,19,0,11,4,13,0.146067415730337,1,"bug"
"GitHub","broadleaf-3.0.10",55,0.0312858,4,22,4,0.031746,0.03367,22,20,3,4,3,122,28,9,4,26,94,0,0,0,0,0,68,0,0,1,3,0,0,3,556,650,24,35,23,35,68,0,67,22,68,166,1,67,22,594,693,46,35,45,35,68,22,67,22,68,166,23,67,22,127,0.213804713804714,1,"bug"
"GitHub","broadleaf-3.0.10",9,0.122249,1,5,1,0.114504,0.121495,15,13,1,2,2,21,4,3,0,4,17,0.0714286,0.0614035,7,5,1,13,0.0614035,7,2,2,0,0,1,107,131,6,4,6,4,13,1,13,4,13,33,1,13,4,107,131,6,4,6,4,13,1,13,4,13,33,1,13,4,20,0.186915887850467,1,"bug"
"GitHub","broadleaf-3.0.10",85,0.105282,15,193,19,0.0971503,0.111111,75,73,2,3,3,150,21,9,24,24,90,0.0307692,0.0173502,11,8,2,63,0.0164671,11,1,3,2,4,3,623,734,24,28,23,28,66,0,64,20,66,231,1,64,20,657,772,42,28,41,28,66,18,64,20,66,231,19,64,20,149,0.226788432267884,1,"bug"
"GitHub","broadleaf-3.0.10",4,0,0,0,0,0,0,0,0,0,1,1,18,12,6,0,9,24,0,0,0,0,0,15,0,0,1,2,0,0,2,112,134,6,10,6,10,15,0,14,5,15,23,0,14,5,112,134,6,10,6,10,15,0,14,5,15,23,0,14,5,16,0.142857142857143,0,"clean"
"GitHub","broadleaf-3.0.10",20,0.540865,7,80,7,0.254717,0.3,27,27,1,2,2,29,3,3,0,0,10,0,0,0,0,0,11,0,0,1,1,0,0,1,90,106,6,4,6,4,10,2,10,4,10,43,2,10,4,90,106,6,4,6,4,10,2,10,4,10,43,2,10,4,28,0.311111111111111,1,"bug"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,10,5,3,0,0,10,0,0,0,0,0,11,0,0,1,1,0,0,1,72,89,6,5,6,5,10,0,10,5,10,10,0,10,5,72,89,6,5,6,5,10,0,10,5,10,10,0,10,5,10,0.138888888888889,0,"clean"
"GitHub","broadleaf-3.0.10",2,0.97619,1,2,1,0.5,0.857143,12,12,1,1,1,2,0,0,0,0,1,1,0.655172,19,19,2,0,0.575758,19,0,0,0,0,0,10,20,0,0,0,0,1,0,1,0,1,2,0,1,0,14,24,0,0,0,0,2,0,2,0,2,3,0,2,0,1,0.0714285714285714,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,2,1,0.625,15,15,3,0,0.625,15,0,0,0,0,0,9,21,1,1,1,1,2,0,2,0,2,2,0,2,0,9,21,1,1,1,1,2,0,2,0,2,2,0,2,0,1,0.111111111111111,0,"clean"
"GitHub","broadleaf-3.0.10",18,0.315789,6,62,6,0.24031,0.266055,31,29,1,2,2,29,1,0,0,0,12,0,0,0,0,0,13,0,0,1,1,0,0,1,109,129,6,5,6,5,12,0,12,5,12,41,0,12,5,109,129,6,5,6,5,12,0,12,5,12,41,0,12,5,27,0.247706422018349,1,"bug"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,22,7,1,1,4,26,0,0,0,0,0,23,0,0,1,1,0,0,1,136,171,11,10,11,10,22,0,22,10,22,23,0,22,10,136,171,11,10,11,10,22,0,22,10,22,23,0,22,10,14,0.102941176470588,0,"clean"
"GitHub","broadleaf-3.0.10",9,0.297674,1,7,1,0.222222,0.280702,16,16,1,2,2,16,1,3,4,0,8,0.125,0.123077,8,7,1,7,0.123077,8,1,1,0,0,1,57,72,11,3,11,3,8,7,7,1,8,25,7,7,1,57,72,11,3,11,3,8,7,7,1,8,25,7,7,1,16,0.280701754385965,1,"bug"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,2,0.333333,0.173913,4,4,1,2,0.173913,4,2,3,0,0,2,19,24,10,8,2,1,2,0,2,1,18,2,0,18,8,19,24,10,8,2,1,2,0,2,1,18,2,0,18,8,2,0.105263157894737,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,0,2,0.333333,0.173913,4,4,1,2,0.173913,4,2,3,0,0,2,19,24,10,8,2,1,2,0,2,1,18,2,0,18,8,19,24,10,8,2,1,2,0,2,1,18,2,0,18,8,2,0.105263157894737,0,"clean"
"GitHub","broadleaf-3.0.10",2,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,2,6,0.2,0.117647,4,4,1,4,0.117647,4,2,3,0,0,2,30,38,11,9,3,2,4,0,4,2,20,4,0,20,9,30,38,11,9,3,2,4,0,4,2,20,4,0,20,9,5,0.166666666666667,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,2,6,0.2,0.166667,5,5,1,4,0.166667,5,1,1,2,2,1,25,33,3,3,3,2,4,0,4,2,6,4,0,6,3,25,33,3,3,3,2,4,0,4,2,6,4,0,6,3,3,0.12,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,6,0.142857,0.0769231,4,4,1,6,0.0769231,4,2,3,0,0,2,48,59,7,5,4,3,6,0,6,3,10,6,0,10,5,48,59,7,5,4,3,6,0,6,3,10,6,0,10,5,6,0.125,0,"clean"
"GitHub","broadleaf-3.0.10",2,0,0,0,0,0,0,0,0,0,1,1,9,4,1,0,2,10,0.111111,0.0606061,4,4,1,8,0.0606061,4,2,3,0,0,2,62,76,8,6,5,4,8,0,8,4,12,9,0,12,6,62,76,8,6,5,4,8,0,8,4,12,9,0,12,6,8,0.129032258064516,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,2,5,0,0,0,2,0.333333,0.25,3,3,1,2,0.25,3,2,3,0,0,2,9,11,2,1,0,0,2,0,2,1,6,2,0,6,3,9,11,2,1,0,0,2,0,2,1,6,2,0,6,3,0,0,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,1,0.5,0.333333,3,3,1,1,0.333333,3,2,3,0,0,2,6,8,2,1,0,0,1,0,1,0,5,1,0,5,2,6,8,2,1,0,0,1,0,1,0,5,1,0,5,2,0,0,0,"clean"
"GitHub","broadleaf-3.0.10",43,0.109331,2,11,2,0.0887097,0.113879,33,32,1,6,5,60,19,0,0,60,78,0,0.119122,38,0,0,17,0.119122,38,1,1,0,0,1,281,372,4,1,4,1,18,0,16,0,18,164,0,16,0,281,372,4,1,4,1,18,0,16,0,18,164,0,16,0,115,0.409252669039146,1,"bug"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,4,4,0,0,4,8,0.2,0.153846,4,4,1,4,0.153846,4,1,1,0,0,1,22,27,1,0,1,0,4,0,4,0,4,4,0,4,0,22,27,1,0,1,0,4,0,4,0,4,4,0,4,0,3,0.136363636363636,1,"bug"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,3,0.666667,0.470588,8,8,2,1,0.470588,8,1,1,0,0,1,9,15,4,3,0,0,2,0,2,0,10,2,0,10,1,9,15,4,3,0,0,2,0,2,0,10,2,0,10,1,0,0,0,"clean"
"GitHub","broadleaf-3.0.10",29,0.0718133,1,5,1,0.0561798,0.0854701,10,10,1,6,5,37,20,0,0,31,40,0.2,0.24026,37,24,1,4,0.24026,37,1,1,0,0,1,117,178,4,0,4,0,9,0,4,2,9,64,0,4,2,117,178,4,0,4,0,9,0,4,2,9,64,0,4,2,57,0.487179487179487,0,"clean"
"GitHub","broadleaf-3.0.10",32,0.308805,3,27,9,0.238095,0.253906,75,65,2,3,3,44,28,0,0,110,123,0,0.00775194,2,0,0,13,0.00775194,2,1,1,0,0,1,256,315,2,0,2,0,13,0,12,0,13,182,0,12,0,256,315,2,0,2,0,13,0,12,0,13,182,0,12,0,51,0.19921875,0,"clean"
"GitHub","broadleaf-3.0.10",20,0,0,0,0,0,0,0,0,1,2,2,31,11,0,0,23,35,0.0833333,0.034965,5,4,1,11,0.034965,5,1,1,0,0,1,138,167,4,2,4,2,12,0,11,0,12,75,0,11,0,138,167,4,2,4,2,12,0,11,0,12,75,0,11,0,51,0.369565217391304,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,2,2,1,0,1,3,0.666667,0.4,6,6,2,1,0.4,6,1,1,0,0,1,9,14,4,3,0,0,2,0,2,0,10,2,0,10,1,9,14,4,3,0,0,2,0,2,0,10,2,0,10,1,0,0,0,"clean"
"GitHub","broadleaf-3.0.10",94,0.0942201,2,12,4,0.0602583,0.0685413,42,39,3,6,6,136,45,2,11,94,137,0.025641,0.057947,35,23,1,38,0.057947,35,1,1,1,2,1,569,697,21,3,21,3,43,0,38,3,43,265,0,38,3,569,697,21,3,21,3,43,0,38,3,43,265,0,38,3,230,0.404217926186292,4,"bug"
"GitHub","broadleaf-3.0.10",12,0.812207,2,8,2,0.565217,0.659574,39,31,1,3,3,16,7,0,0,7,12,0.5,0.20339,12,11,2,2,0.20339,12,2,2,0,0,1,47,69,5,3,1,1,5,0,3,1,9,26,0,5,2,47,69,5,3,1,1,5,0,3,1,9,26,0,5,2,20,0.425531914893617,0,"clean"
"GitHub","broadleaf-3.0.10",3,0,0,0,0,0,0,0,0,1,2,2,4,4,0,0,5,7,0.5,0.142857,3,3,1,1,0.142857,3,1,1,0,0,1,18,27,1,0,1,0,2,0,1,0,2,6,0,1,0,18,27,1,0,1,0,2,0,1,0,2,6,0,1,0,4,0.222222222222222,0,"clean"
"GitHub","broadleaf-3.0.10",12,0.812207,2,8,2,0.565217,0.659574,39,31,1,3,3,16,7,0,0,7,12,0.5,0.20339,12,11,2,2,0.20339,12,2,2,0,0,1,47,69,5,3,1,1,5,0,3,1,9,26,0,5,2,47,69,5,3,1,1,5,0,3,1,9,26,0,5,2,20,0.425531914893617,0,"clean"
"GitHub","broadleaf-3.0.10",19,0,0,0,0,0,0,0,0,1,1,1,39,6,8,23,2,23,0.047619,0.0990991,11,11,1,20,0.0990991,11,0,0,2,3,0,100,125,9,9,9,9,21,0,20,9,21,52,0,20,9,100,125,9,9,9,9,21,0,20,9,21,52,0,20,9,49,0.49,1,"bug"
"GitHub","broadleaf-3.0.10",17,0.319885,2,23,2,0.186441,0.226804,22,22,1,2,2,34,5,6,8,0,18,0,0,0,0,0,19,0,0,0,0,0,0,0,97,118,8,8,8,8,18,0,18,8,18,48,0,18,8,97,118,8,8,8,8,18,0,18,8,18,48,0,18,8,36,0.371134020618557,1,"bug"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,7,3,9,12,19,26,0,0,0,0,0,8,0,0,1,1,1,1,1,38,48,11,11,2,2,7,0,7,2,28,18,0,27,11,38,48,11,11,2,2,7,0,7,2,28,18,0,27,11,7,0.184210526315789,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,8,3,14,9,0,8,0,0,0,0,0,9,0,0,0,0,0,0,0,30,40,4,4,4,4,8,0,8,4,8,8,0,8,4,30,40,4,4,4,4,8,0,8,4,8,8,0,8,4,8,0.266666666666667,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,14,5,7,7,0,14,0.266667,0.25,19,19,4,11,0.25,19,0,0,0,0,0,57,95,7,7,7,7,14,0,14,7,14,14,0,14,7,57,95,7,7,7,7,14,0,14,7,14,14,0,14,7,14,0.245614035087719,0,"clean"
"GitHub","broadleaf-3.0.10",8,0,0,0,0,0,0,0,0,1,2,2,11,3,7,2,2,6,0,0,0,0,0,5,0,0,2,2,0,0,1,32,38,12,12,1,1,4,0,4,1,32,19,0,31,12,32,38,12,12,1,1,4,0,4,1,32,19,0,31,12,10,0.3125,2,"bug"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,4,2,3,3,3,7,0,0,0,0,0,5,0,0,1,1,0,0,1,16,22,9,9,1,1,4,0,4,1,24,5,0,24,9,16,22,9,9,1,1,4,0,4,1,24,5,0,24,9,5,0.3125,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,5,1,3,2,11,16,0,0,0,0,0,6,0,0,1,1,0,0,1,26,33,10,10,1,1,5,0,5,1,26,12,0,25,10,26,33,10,10,1,1,5,0,5,1,26,12,0,25,10,5,0.192307692307692,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,20,1,25,39,0,20,0.047619,0.175258,17,17,1,20,0.175258,17,0,0,2,2,0,80,101,8,8,8,8,20,0,20,8,20,31,0,20,8,80,101,8,8,8,8,20,0,20,8,20,31,0,20,8,25,0.3125,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,8,0,3,2,0,8,0.111111,0.230769,9,9,1,8,0.230769,9,0,0,0,0,0,30,33,4,4,4,4,8,0,8,4,8,8,0,8,4,30,33,4,4,4,4,8,0,8,4,8,8,0,8,4,8,0.266666666666667,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,19,5,3,2,0,19,0,0,0,0,0,20,0,0,0,0,0,0,0,73,94,9,9,9,9,19,0,19,9,19,25,0,19,9,73,94,9,9,9,9,19,0,19,9,19,25,0,19,9,18,0.246575342465753,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,17,24,3,2,3,2,4,0,4,2,4,4,0,4,2,17,24,3,2,3,2,4,0,4,2,4,4,0,4,2,4,0.235294117647059,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,4,0,10,2,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,15,21,1,0,1,0,4,0,4,0,4,4,0,4,0,15,21,1,0,1,0,4,0,4,0,4,4,0,4,0,4,0.266666666666667,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,15,22,1,0,1,0,4,0,4,0,4,4,0,4,0,15,22,1,0,1,0,4,0,4,0,4,4,0,4,0,4,0.266666666666667,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,24,31,2,1,2,1,6,0,5,1,6,8,0,5,1,24,31,2,1,2,1,6,0,5,1,6,8,0,5,1,8,0.333333333333333,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,4,0,14,3,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,15,21,1,0,1,0,4,0,4,0,4,4,0,4,0,15,21,1,0,1,0,4,0,4,0,4,4,0,4,0,4,0.266666666666667,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,0,4,0.2,0.285714,6,6,1,4,0.285714,6,0,0,0,0,0,15,21,1,0,1,0,4,0,4,0,4,4,0,4,0,15,21,1,0,1,0,4,0,4,0,4,4,0,4,0,4,0.266666666666667,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,4,0,6,2,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,15,21,1,0,1,0,4,0,4,0,4,4,0,4,0,15,21,1,0,1,0,4,0,4,0,4,4,0,4,0,4,0.266666666666667,0,"clean"
"GitHub","broadleaf-3.0.10",16,0,0,0,0,0,0,0,0,5,2,2,30,18,0,0,21,36,0.0625,0.126984,16,11,1,15,0.126984,16,3,5,0,0,2,110,134,31,8,1,0,15,0,15,0,129,54,0,107,8,110,134,31,8,1,0,15,0,15,0,129,54,0,107,8,77,0.7,0,"clean"
"GitHub","broadleaf-3.0.10",78,0.0239521,1,5,1,0.026455,0.0314465,10,10,1,9,7,87,20,0,0,45,55,0.2,0.0914286,32,5,1,4,0.0914286,32,1,1,0,0,1,318,378,5,0,5,0,10,0,4,0,10,204,0,4,0,318,378,5,0,5,0,10,0,4,0,10,204,0,4,0,150,0.471698113207547,0,"clean"
"GitHub","broadleaf-3.0.10",116,0.0696331,3,18,3,0.0644468,0.0756757,60,56,6,6,5,190,44,1,5,126,201,0.0508475,0.0715182,57,36,3,56,0.0715182,57,2,3,1,1,2,740,931,30,8,9,5,75,0,58,5,117,414,0,95,8,740,931,30,8,9,5,75,0,58,5,117,414,0,95,8,392,0.52972972972973,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,16,22,2,2,2,2,4,0,4,2,4,4,0,4,2,16,22,2,2,2,2,4,0,4,2,4,4,0,4,2,4,0.25,0,"clean"
"GitHub","broadleaf-3.0.10",9,0.338624,1,7,1,0.238806,0.296296,16,16,1,2,2,16,1,4,4,0,8,0.125,0.1,6,5,1,7,0.1,6,1,1,0,0,1,54,67,6,3,6,3,8,2,7,1,8,25,2,7,1,54,67,6,3,6,3,8,2,7,1,8,25,2,7,1,16,0.296296296296296,1,"bug"
"GitHub","broadleaf-3.0.10",9,0.297674,1,7,1,0.158416,0.271186,16,16,1,2,2,16,1,8,5,0,8,0.125,0.344444,31,30,1,7,0.344444,31,1,1,0,0,1,59,101,10,3,10,3,8,6,7,1,8,25,6,7,1,59,101,10,3,10,3,8,6,7,1,8,25,6,7,1,16,0.271186440677966,1,"bug"
"GitHub","broadleaf-3.0.10",9,0.297674,1,7,1,0.222222,0.271186,16,16,1,2,2,16,1,21,11,0,8,0.125,0.106061,7,6,1,7,0.106061,7,1,1,0,0,1,59,72,10,3,10,3,8,6,7,1,8,25,6,7,1,59,72,10,3,10,3,8,6,7,1,8,25,6,7,1,16,0.271186440677966,1,"bug"
"GitHub","broadleaf-3.0.10",9,0.315271,1,7,1,0.235294,0.290909,16,16,1,2,2,16,1,12,3,0,8,0.125,0.0983607,6,5,1,7,0.0983607,6,1,1,0,0,1,55,68,9,3,9,3,8,5,7,1,8,25,5,7,1,55,68,9,3,9,3,8,5,7,1,8,25,5,7,1,16,0.290909090909091,1,"bug"
"GitHub","broadleaf-3.0.10",9,0.315271,1,7,1,0.231884,0.290909,16,16,1,2,2,16,1,22,10,0,8,0.125,0.191176,13,12,1,7,0.191176,13,1,1,0,0,1,55,69,9,3,9,3,8,5,7,1,8,25,5,7,1,55,69,9,3,9,3,8,5,7,1,8,25,5,7,1,16,0.290909090909091,1,"bug"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,4,2,15,17,0,4,0,0,0,0,0,5,0,0,1,1,0,0,1,18,24,3,1,3,1,4,1,4,1,4,5,1,4,1,18,24,3,1,3,1,4,1,4,1,4,5,1,4,1,4,0.222222222222222,0,"clean"
"GitHub","broadleaf-3.0.10",2,0.96,1,2,1,0.611111,0.833333,11,10,1,1,1,2,5,0,0,2,3,1,0.454545,10,10,2,0,0.454545,10,1,1,0,0,1,12,18,0,0,0,0,1,0,1,0,1,5,0,1,0,12,18,0,0,0,0,1,0,1,0,1,5,0,1,0,3,0.25,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,11,3,19,16,0,11,0.0833333,0.16,8,8,1,11,0.16,8,0,0,0,0,0,42,61,5,4,5,4,11,0,11,5,11,13,0,11,5,42,61,5,4,5,4,11,0,11,5,11,13,0,11,5,13,0.30952380952381,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,5,6,0,0,0,0,0,2,0,0,2,2,0,0,1,12,17,8,7,1,0,1,0,1,0,16,5,0,16,7,12,17,8,7,1,0,1,0,1,0,16,5,0,16,7,3,0.25,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,3,4,0,0,0,0,0,2,0,0,2,2,0,0,1,11,16,8,7,1,0,1,0,1,0,16,4,0,16,7,11,16,8,7,1,0,1,0,1,0,16,4,0,16,7,3,0.272727272727273,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,3,4,0,0,0,0,0,2,0,0,2,2,0,0,1,11,16,8,7,1,0,1,0,1,0,16,4,0,16,7,11,16,8,7,1,0,1,0,1,0,16,4,0,16,7,3,0.272727272727273,0,"clean"
"GitHub","broadleaf-3.0.10",9,0,0,0,0,0,0,0,0,1,2,1,9,19,0,0,45,46,0,0.0142857,1,0,0,2,0.0142857,1,2,2,0,0,1,69,83,10,7,3,0,1,0,1,0,16,52,0,16,7,69,83,10,7,3,0,1,0,1,0,16,52,0,16,7,38,0.550724637681159,0,"clean"
"GitHub","broadleaf-3.0.10",48,0.123711,1,7,1,0.166667,0.195122,27,24,1,5,4,51,15,0,0,33,37,0,0.0888889,12,0,0,2,0.0888889,12,2,2,0,0,1,123,162,10,7,3,0,4,0,1,0,19,70,0,16,7,123,162,10,7,3,0,4,0,1,0,19,70,0,16,7,33,0.268292682926829,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,3,4,0,0,0,0,0,2,0,0,2,2,0,0,1,11,16,8,7,1,0,1,0,1,0,16,4,0,16,7,11,16,8,7,1,0,1,0,1,0,16,4,0,16,7,3,0.272727272727273,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,1,9,0,0,10,11,0.5,0.344828,10,7,1,1,0.344828,10,2,2,0,0,1,19,32,9,7,2,0,1,0,1,0,16,10,0,16,7,19,32,9,7,2,0,1,0,1,0,16,10,0,16,7,5,0.263157894736842,0,"clean"
"GitHub","broadleaf-3.0.10",3,0,0,0,0,0,0,0,0,1,2,2,3,9,0,0,7,8,0,0,0,0,0,2,0,0,2,2,0,0,1,20,26,9,7,2,0,1,0,1,0,16,8,0,16,7,20,26,9,7,2,0,1,0,1,0,16,8,0,16,7,5,0.25,0,"clean"
"GitHub","broadleaf-3.0.10",6,0.557895,1,4,1,0.411765,0.478261,14,11,1,2,2,6,8,0,0,6,7,0,0.115385,3,0,0,2,0.115385,3,2,2,0,0,1,23,34,8,7,1,0,1,0,1,0,16,12,0,16,7,23,34,8,7,1,0,1,0,1,0,16,12,0,16,7,4,0.173913043478261,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,3,4,0,0,0,0,0,2,0,0,2,2,0,0,1,11,16,8,7,1,0,1,0,1,0,16,4,0,16,7,11,16,8,7,1,0,1,0,1,0,16,4,0,16,7,3,0.272727272727273,0,"clean"
"GitHub","broadleaf-3.0.10",6,0,0,0,0,0,0,0,0,1,2,2,6,9,0,0,15,16,0,0,0,0,0,2,0,0,2,2,0,0,1,28,35,8,7,1,0,1,0,1,0,16,17,0,16,7,28,35,8,7,1,0,1,0,1,0,16,17,0,16,7,11,0.392857142857143,0,"clean"
"GitHub","broadleaf-3.0.10",8,0,0,0,0,0,0,0,0,1,5,5,8,11,0,0,14,15,0,0.03125,1,0,0,2,0.03125,1,2,2,0,0,1,31,38,9,7,2,0,1,0,1,0,16,16,0,16,7,31,38,9,7,2,0,1,0,1,0,16,16,0,16,7,14,0.451612903225806,1,"bug"
"GitHub","broadleaf-3.0.10",7,0.490741,1,4,1,0.368421,0.423077,14,11,1,2,2,7,8,0,0,7,8,0,0.133333,4,0,0,2,0.133333,4,2,2,0,0,1,26,38,8,7,1,0,1,0,1,0,16,14,0,16,7,26,38,8,7,1,0,1,0,1,0,16,14,0,16,7,4,0.153846153846154,0,"clean"
"GitHub","broadleaf-3.0.10",58,0.0672926,1,6,2,0.0879765,0.0769231,30,20,2,7,5,68,19,1,1,38,49,0.142857,0.121622,36,10,1,6,0.121622,36,1,1,1,1,1,260,341,5,0,5,0,11,0,6,1,11,163,0,6,1,260,341,5,0,5,0,11,0,6,1,11,163,0,6,1,165,0.634615384615385,0,"clean"
"GitHub","broadleaf-3.0.10",1,0,0,0,0,0,0,0,0,5,0,0,5,2,0,0,1,6,0.333333,0.361111,13,13,2,4,0.361111,13,2,2,0,0,1,23,34,6,0,1,0,5,0,5,0,16,5,0,11,1,23,34,6,0,1,0,5,0,5,0,16,5,0,11,1,5,0.217391304347826,0,"clean"
"GitHub","broadleaf-3.0.10",2,0,0,0,0,0,0,0,0,2,1,1,10,7,0,0,3,12,0,0,0,0,0,10,0,0,1,1,0,0,1,40,51,2,0,2,0,9,0,9,0,9,13,0,9,0,40,51,2,0,2,0,9,0,9,0,9,13,0,9,0,7,0.175,0,"clean"
"GitHub","broadleaf-3.0.10",11,0.592357,1,9,3,0.423077,0.5,33,33,1,1,1,18,7,0,0,3,11,0,0,0,0,0,9,0,0,1,1,0,0,1,66,78,3,0,3,0,8,0,8,0,8,34,0,8,0,66,78,3,0,3,0,8,0,8,0,8,34,0,8,0,31,0.46969696969697,0,"clean"
"GitHub","broadleaf-3.0.10",27,0.455604,13,170,13,0.24424,0.322785,53,51,1,2,2,43,6,1,0,1,18,0.611111,0.177083,34,34,11,7,0.177083,34,1,2,0,0,2,158,217,8,8,8,8,17,0,17,7,17,59,0,17,7,158,217,8,8,8,8,17,0,17,7,17,59,0,17,7,43,0.272151898734177,1,"bug"
"GitHub","broadleaf-3.0.10",18,0.331731,6,62,6,0.236641,0.271028,31,29,1,2,2,30,2,0,0,2,15,0.0769231,0.0614035,7,5,1,12,0.0614035,7,2,2,0,0,1,107,131,6,5,6,5,13,0,12,5,13,41,0,12,5,107,131,6,5,6,5,13,0,12,5,13,41,0,12,5,27,0.252336448598131,1,"bug"
"GitHub","broadleaf-3.0.10",22,0.47081,10,113,10,0.216981,0.307692,46,44,1,2,2,40,2,0,0,2,21,0.684211,0.231183,43,41,13,6,0.231183,43,2,2,0,0,1,143,212,9,8,9,8,19,0,18,8,19,53,0,18,8,143,212,9,8,9,8,19,0,18,8,19,53,0,18,8,37,0.258741258741259,1,"bug"
